"date","country","value"
2017-04-21,"IT",3361
2017-04-22,"IT",3265
2017-04-23,"IT",3232
2017-04-24,"IT",3259
2017-04-25,"IT",3199
2017-04-26,"IT",3200
2017-04-27,"IT",3311
2017-04-28,"IT",3219
2017-04-29,"IT",3154
2017-04-30,"IT",3174
2017-05-01,"IT",3215
2017-05-02,"IT",3160
2017-05-03,"IT",2966
2017-05-04,"IT",3144
2017-05-05,"IT",3167
2017-05-06,"IT",3241
2017-05-07,"IT",3362
2017-05-08,"IT",3449
2017-05-09,"IT",3394
2017-05-10,"IT",3388
2017-05-11,"IT",3356
2017-05-12,"IT",3315
2017-05-13,"IT",3184
2017-05-14,"IT",3176
2017-05-15,"IT",3187
2017-05-16,"IT",3209
2017-05-17,"IT",3299
2017-05-18,"IT",3370
2017-05-19,"IT",3341
2017-05-20,"IT",3303
2017-05-21,"IT",3148
2017-05-22,"IT",3056
2017-05-23,"IT",2935
2017-05-24,"IT",2879
2017-05-25,"IT",2896
2017-05-26,"IT",2880
2017-05-27,"IT",2736
2017-05-28,"IT",2712
2017-05-29,"IT",2761
2017-05-30,"IT",2779
2017-05-31,"IT",2758
2017-06-01,"IT",2917
2017-06-02,"IT",2849
2017-06-03,"IT",2771
2017-06-04,"IT",2723
2017-06-05,"IT",2734
2017-06-06,"IT",2821
2017-06-07,"IT",2969
2017-06-08,"IT",3050
2017-06-09,"IT",2977
2017-06-10,"IT",2861
2017-06-11,"IT",2897
2017-06-12,"IT",2737
2017-06-13,"IT",2823
2017-06-14,"IT",2928
2017-06-15,"IT",2881
2017-06-16,"IT",2889
2017-06-17,"IT",2888
2017-06-18,"IT",2810
2017-06-19,"IT",2822
2017-06-20,"IT",2811
2017-06-21,"IT",2758
2017-06-22,"IT",2868
2017-06-23,"IT",2871
2017-06-24,"IT",2946
2017-06-25,"IT",2817
2017-06-26,"IT",2852
2017-06-27,"IT",2815
2017-06-28,"IT",2779
2017-06-29,"IT",2674
2017-06-30,"IT",2676
2017-07-01,"IT",2590
2017-07-02,"IT",2566
2017-07-03,"IT",2525
2017-07-04,"IT",2423
2017-07-05,"IT",2437
2017-07-06,"IT",2407
2017-07-07,"IT",2293
2017-07-08,"IT",2318
2017-07-09,"IT",2227
2017-07-10,"IT",2367
2017-07-11,"IT",2363
2017-07-12,"IT",2297
2017-07-13,"IT",2159
2017-07-14,"IT",2208
2017-07-15,"IT",2210
2017-07-16,"IT",2317
2017-07-17,"IT",2316
2017-07-18,"IT",2466
2017-07-19,"IT",2514
2017-07-20,"IT",2470
2017-07-21,"IT",2305
2017-07-22,"IT",2301
2017-07-23,"IT",2200
2017-07-24,"IT",2145
2017-07-25,"IT",2276
2017-07-26,"IT",2330
2017-07-27,"IT",2450
2017-07-28,"IT",2525
2017-07-29,"IT",2524
2017-07-30,"IT",2629
2017-07-31,"IT",2710
2017-08-01,"IT",2747
2017-08-02,"IT",2699
2017-08-03,"IT",2737
2017-08-04,"IT",2896
2017-08-05,"IT",2982
2017-08-06,"IT",2983
2017-08-07,"IT",2986
2017-08-08,"IT",3038
2017-08-09,"IT",3181
2017-08-10,"IT",3089
2017-08-11,"IT",3128
2017-08-12,"IT",3091
2017-08-13,"IT",2993
2017-08-14,"IT",2960
2017-08-15,"IT",2950
2017-08-16,"IT",2903
2017-08-17,"IT",2750
2017-08-18,"IT",2797
2017-08-19,"IT",2756
2017-08-20,"IT",2732
2017-08-21,"IT",2823
2017-08-22,"IT",2678
2017-08-23,"IT",2705
2017-08-24,"IT",2666
2017-08-25,"IT",2639
2017-08-26,"IT",2549
2017-08-27,"IT",2674
2017-08-28,"IT",2654
2017-08-29,"IT",2661
2017-08-30,"IT",2739
2017-08-31,"IT",2680
2017-09-01,"IT",2721
2017-09-02,"IT",2698
2017-09-03,"IT",2757
2017-09-04,"IT",2908
2017-09-05,"IT",2817
2017-09-06,"IT",2713
2017-09-07,"IT",2629
2017-09-08,"IT",2667
2017-09-09,"IT",2583
2017-09-10,"IT",2557
2017-09-11,"IT",2586
2017-09-12,"IT",2539
2017-09-13,"IT",2456
2017-09-14,"IT",2471
2017-09-15,"IT",2437
2017-09-16,"IT",2330
2017-09-17,"IT",2333
2017-09-18,"IT",2378
2017-09-19,"IT",2509
2017-09-20,"IT",2485
2017-09-21,"IT",2452
2017-09-22,"IT",2505
2017-09-23,"IT",2393
2017-09-24,"IT",2322
2017-09-25,"IT",2441
2017-09-26,"IT",2485
2017-09-27,"IT",2515
2017-09-28,"IT",2612
2017-09-29,"IT",2616
2017-09-30,"IT",2599
2017-10-01,"IT",2590
2017-10-02,"IT",2615
2017-10-03,"IT",2572
2017-10-04,"IT",2599
2017-10-05,"IT",2688
2017-10-06,"IT",2782
2017-10-07,"IT",2761
2017-10-08,"IT",2870
2017-10-09,"IT",2710
2017-10-10,"IT",2751
2017-10-11,"IT",2613
2017-10-12,"IT",2755
2017-10-13,"IT",2752
2017-10-14,"IT",2723
2017-10-15,"IT",2749
2017-10-16,"IT",2830
2017-10-17,"IT",2770
2017-10-18,"IT",2908
2017-10-19,"IT",2947
2017-10-20,"IT",2971
2017-10-21,"IT",3134
2017-10-22,"IT",3135
2017-10-23,"IT",3021
2017-10-24,"IT",3047
2017-10-25,"IT",3025
2017-10-26,"IT",2957
2017-10-27,"IT",2910
2017-10-28,"IT",3024
2017-10-29,"IT",2865
2017-10-30,"IT",2773
2017-10-31,"IT",2810
2017-11-01,"IT",2795
2017-11-02,"IT",2831
2017-11-03,"IT",2926
2017-11-04,"IT",2779
2017-11-05,"IT",2663
2017-11-06,"IT",2581
2017-11-07,"IT",2526
2017-11-08,"IT",2379
2017-11-09,"IT",2336
2017-11-10,"IT",2412
2017-11-11,"IT",2547
2017-11-12,"IT",2689
2017-11-13,"IT",2715
2017-11-14,"IT",2798
2017-11-15,"IT",2779
2017-11-16,"IT",2835
2017-11-17,"IT",2769
2017-11-18,"IT",2941
2017-11-19,"IT",3038
2017-11-20,"IT",2939
2017-11-21,"IT",2840
2017-11-22,"IT",2843
2017-11-23,"IT",2928
2017-11-24,"IT",2804
2017-11-25,"IT",2820
2017-11-26,"IT",2765
2017-11-27,"IT",2745
2017-11-28,"IT",2806
2017-11-29,"IT",2800
2017-11-30,"IT",2704
2017-12-01,"IT",2704
2017-12-02,"IT",2721
2017-12-03,"IT",2692
2017-12-04,"IT",2626
2017-12-05,"IT",2800
2017-12-06,"IT",2878
2017-12-07,"IT",2881
2017-12-08,"IT",2897
2017-12-09,"IT",2954
2017-12-10,"IT",2948
2017-12-11,"IT",3004
2017-12-12,"IT",3074
2017-12-13,"IT",3083
2017-12-14,"IT",3045
2017-12-15,"IT",3157
2017-12-16,"IT",3234
2017-12-17,"IT",3212
2017-12-18,"IT",3274
2017-12-19,"IT",3136
2017-12-20,"IT",3230
2017-12-21,"IT",3205
2017-12-22,"IT",3063
2017-12-23,"IT",3088
2017-12-24,"IT",3176
2017-12-25,"IT",3170
2017-12-26,"IT",3104
2017-12-27,"IT",3219
2017-12-28,"IT",3324
2017-12-29,"IT",3283
2017-12-30,"IT",3223
2017-12-31,"IT",3096
2018-01-01,"IT",2941
2018-01-02,"IT",3030
2018-01-03,"IT",3106
2018-01-04,"IT",3193
2018-01-05,"IT",3093
2018-01-06,"IT",3019
2018-01-07,"IT",3023
2018-01-08,"IT",2959
2018-01-09,"IT",2952
2018-01-10,"IT",2813
2018-01-11,"IT",3000
2018-01-12,"IT",2993
2018-01-13,"IT",2987
2018-01-14,"IT",2942
2018-01-15,"IT",2998
2018-01-16,"IT",2989
2018-01-17,"IT",2903
2018-01-18,"IT",2818
2018-01-19,"IT",2676
2018-01-20,"IT",2644
2018-01-21,"IT",2758
2018-01-22,"IT",2811
2018-01-23,"IT",2950
2018-01-24,"IT",2894
2018-01-25,"IT",2910
2018-01-26,"IT",3009
2018-01-27,"IT",3018
2018-01-28,"IT",2951
2018-01-29,"IT",2929
2018-01-30,"IT",2929
2018-01-31,"IT",3048
2018-02-01,"IT",3131
2018-02-02,"IT",3166
2018-02-03,"IT",3329
2018-02-04,"IT",3278
2018-02-05,"IT",3359
2018-02-06,"IT",3224
2018-02-07,"IT",3202
2018-02-08,"IT",3275
2018-02-09,"IT",3112
2018-02-10,"IT",3091
2018-02-11,"IT",3121
2018-02-12,"IT",3180
2018-02-13,"IT",3211
2018-02-14,"IT",3226
2018-02-15,"IT",3391
2018-02-16,"IT",3376
2018-02-17,"IT",3504
2018-02-18,"IT",3448
2018-02-19,"IT",3278
2018-02-20,"IT",3227
2018-02-21,"IT",3322
2018-02-22,"IT",3225
2018-02-23,"IT",3286
2018-02-24,"IT",3356
2018-02-25,"IT",3378
2018-02-26,"IT",3328
2018-02-27,"IT",3376
2018-02-28,"IT",3386
2018-03-01,"IT",3431
2018-03-02,"IT",3254
2018-03-03,"IT",3231
2018-03-04,"IT",3160
2018-03-05,"IT",3359
2018-03-06,"IT",3213
2018-03-07,"IT",3132
2018-03-08,"IT",3149
2018-03-09,"IT",3210
2018-03-10,"IT",3258
2018-03-11,"IT",3162
2018-03-12,"IT",3293
2018-03-13,"IT",3352
2018-03-14,"IT",3427
2018-03-15,"IT",3574
2018-03-16,"IT",3443
2018-03-17,"IT",3379
2018-03-18,"IT",3490
2018-03-19,"IT",3387
2018-03-20,"IT",3398
2018-03-21,"IT",3559
2018-03-22,"IT",3473
2018-03-23,"IT",3474
2018-03-24,"IT",3533
2018-03-25,"IT",3499
2018-03-26,"IT",3502
2018-03-27,"IT",3482
2018-03-28,"IT",3446
2018-03-29,"IT",3437
2018-03-30,"IT",3301
2018-03-31,"IT",3308
2018-04-01,"IT",3286
2018-04-02,"IT",3130
2018-04-03,"IT",3004
2018-04-04,"IT",3127
2018-04-05,"IT",3277
2018-04-06,"IT",3275
2018-04-07,"IT",3275
2018-04-08,"IT",3363
2018-04-09,"IT",3343
2018-04-10,"IT",3340
2018-04-11,"IT",3365
2018-04-12,"IT",3319
2018-04-13,"IT",3411
2018-04-14,"IT",3407
2018-04-15,"IT",3411
2018-04-16,"IT",3408
2018-04-17,"IT",3436
2018-04-18,"IT",3495
2018-04-19,"IT",3405
2018-04-20,"IT",3387
2018-04-21,"IT",3315
2018-04-22,"IT",3290
2018-04-23,"IT",3259
2018-04-24,"IT",3246
2018-04-25,"IT",3105
2018-04-26,"IT",3104
2018-04-27,"IT",3202
2018-04-28,"IT",3065
2018-04-29,"IT",3176
2018-04-30,"IT",3293
2018-05-01,"IT",3150
2018-05-02,"IT",3033
2018-05-03,"IT",2909
2018-05-04,"IT",2914
2018-05-05,"IT",3074
2018-05-06,"IT",3087
2018-05-07,"IT",3154
2018-05-08,"IT",3233
2018-05-09,"IT",3285
2018-05-10,"IT",3408
2018-05-11,"IT",3404
2018-05-12,"IT",3534
2018-05-13,"IT",3561
2018-05-14,"IT",3692
2018-05-15,"IT",3638
2018-05-16,"IT",3681
2018-05-17,"IT",3550
2018-05-18,"IT",3480
2018-05-19,"IT",3476
2018-05-20,"IT",3383
2018-05-21,"IT",3373
2018-05-22,"IT",3390
2018-05-23,"IT",3257
2018-05-24,"IT",3401
2018-05-25,"IT",3371
2018-05-26,"IT",3435
2018-05-27,"IT",3297
2018-05-28,"IT",3129
2018-05-29,"IT",3237
2018-05-30,"IT",3378
2018-05-31,"IT",3317
2018-06-01,"IT",3311
2018-06-02,"IT",3420
2018-06-03,"IT",3339
2018-06-04,"IT",3152
2018-06-05,"IT",3235
2018-06-06,"IT",3352
2018-06-07,"IT",3348
2018-06-08,"IT",3256
2018-06-09,"IT",3244
2018-06-10,"IT",3353
2018-06-11,"IT",3220
2018-06-12,"IT",3349
2018-06-13,"IT",3245
2018-06-14,"IT",3232
2018-06-15,"IT",3038
2018-06-16,"IT",3008
2018-06-17,"IT",3152
2018-06-18,"IT",3188
2018-06-19,"IT",3136
2018-06-20,"IT",3191
2018-06-21,"IT",3134
2018-06-22,"IT",3124
2018-06-23,"IT",3095
2018-06-24,"IT",3029
2018-06-25,"IT",3100
2018-06-26,"IT",2973
2018-06-27,"IT",2979
2018-06-28,"IT",3096
2018-06-29,"IT",3130
2018-06-30,"IT",3188
2018-07-01,"IT",3330
2018-07-02,"IT",3325
2018-07-03,"IT",3369
2018-07-04,"IT",3276
2018-07-05,"IT",3266
2018-07-06,"IT",3186
2018-07-07,"IT",3226
2018-07-08,"IT",3132
2018-07-09,"IT",3024
2018-07-10,"IT",2973
2018-07-11,"IT",2903
2018-07-12,"IT",2778
2018-07-13,"IT",2802
2018-07-14,"IT",2633
2018-07-15,"IT",2714
2018-07-16,"IT",2717
2018-07-17,"IT",2826
2018-07-18,"IT",2793
2018-07-19,"IT",2815
2018-07-20,"IT",2957
2018-07-21,"IT",3036
2018-07-22,"IT",3043
2018-07-23,"IT",3055
2018-07-24,"IT",3048
2018-07-25,"IT",2990
2018-07-26,"IT",3001
2018-07-27,"IT",2998
2018-07-28,"IT",2951
2018-07-29,"IT",2941
2018-07-30,"IT",2870
2018-07-31,"IT",2766
2018-08-01,"IT",2662
2018-08-02,"IT",2748
2018-08-03,"IT",2880
2018-08-04,"IT",2916
2018-08-05,"IT",2937
2018-08-06,"IT",2964
2018-08-07,"IT",2918
2018-08-08,"IT",2926
2018-08-09,"IT",2839
2018-08-10,"IT",2892
2018-08-11,"IT",2731
2018-08-12,"IT",2866
2018-08-13,"IT",2772
2018-08-14,"IT",2763
2018-08-15,"IT",2584
2018-08-16,"IT",2657
2018-08-17,"IT",2642
2018-08-18,"IT",2543
2018-08-19,"IT",2601
2018-08-20,"IT",2593
2018-08-21,"IT",2439
2018-08-22,"IT",2604
2018-08-23,"IT",2690
2018-08-24,"IT",2824
2018-08-25,"IT",2878
2018-08-26,"IT",2881
2018-08-27,"IT",2928
2018-08-28,"IT",2952
2018-08-29,"IT",2862
2018-08-30,"IT",2997
2018-08-31,"IT",2864
2018-09-01,"IT",2886
2018-09-02,"IT",2820
2018-09-03,"IT",2787
2018-09-04,"IT",2785
2018-09-05,"IT",2830
2018-09-06,"IT",2791
2018-09-07,"IT",2739
2018-09-08,"IT",2851
2018-09-09,"IT",2873
2018-09-10,"IT",2907
2018-09-11,"IT",2908
2018-09-12,"IT",2970
2018-09-13,"IT",2974
2018-09-14,"IT",3088
2018-09-15,"IT",3159
2018-09-16,"IT",3105
2018-09-17,"IT",3065
2018-09-18,"IT",3139
2018-09-19,"IT",3236
2018-09-20,"IT",3219
2018-09-21,"IT",3193
2018-09-22,"IT",3054
2018-09-23,"IT",3091
2018-09-24,"IT",3007
2018-09-25,"IT",3150
2018-09-26,"IT",3043
2018-09-27,"IT",2939
2018-09-28,"IT",2911
2018-09-29,"IT",2935
2018-09-30,"IT",2986
2018-10-01,"IT",2951
2018-10-02,"IT",2904
2018-10-03,"IT",2963
2018-10-04,"IT",2998
2018-10-05,"IT",3034
2018-10-06,"IT",2912
2018-10-07,"IT",2751
2018-10-08,"IT",2784
2018-10-09,"IT",2867
2018-10-10,"IT",2928
2018-10-11,"IT",3079
2018-10-12,"IT",3195
2018-10-13,"IT",3208
2018-10-14,"IT",3304
2018-10-15,"IT",3259
2018-10-16,"IT",3313
2018-10-17,"IT",3328
2018-10-18,"IT",3276
2018-10-19,"IT",3200
2018-10-20,"IT",3289
2018-10-21,"IT",3185
2018-10-22,"IT",3154
2018-10-23,"IT",3184
2018-10-24,"IT",3133
2018-10-25,"IT",3098
2018-10-26,"IT",3119
2018-10-27,"IT",3222
2018-10-28,"IT",3302
2018-10-29,"IT",3142
2018-10-30,"IT",3184
2018-10-31,"IT",3156
2018-11-01,"IT",3035
2018-11-02,"IT",3054
2018-11-03,"IT",3032
2018-11-04,"IT",2910
2018-11-05,"IT",2849
2018-11-06,"IT",2824
2018-11-07,"IT",2780
2018-11-08,"IT",2790
2018-11-09,"IT",2753
2018-11-10,"IT",2663
2018-11-11,"IT",2747
2018-11-12,"IT",2600
2018-11-13,"IT",2584
2018-11-14,"IT",2578
2018-11-15,"IT",2496
2018-11-16,"IT",2531
2018-11-17,"IT",2422
2018-11-18,"IT",2301
2018-11-19,"IT",2175
2018-11-20,"IT",2279
2018-11-21,"IT",2210
2018-11-22,"IT",2284
2018-11-23,"IT",2309
2018-11-24,"IT",2345
2018-11-25,"IT",2345
2018-11-26,"IT",2323
2018-11-27,"IT",2419
2018-11-28,"IT",2263
2018-11-29,"IT",2284
2018-11-30,"IT",2239
2018-12-01,"IT",2386
2018-12-02,"IT",2254
2018-12-03,"IT",2087
2018-12-04,"IT",2054
2018-12-05,"IT",2084
2018-12-06,"IT",2235
2018-12-07,"IT",2177
2018-12-08,"IT",2358
2018-12-09,"IT",2253
2018-12-10,"IT",2356
2018-12-11,"IT",2319
2018-12-12,"IT",2449
2018-12-13,"IT",2577
2018-12-14,"IT",2449
2018-12-15,"IT",2366
2018-12-16,"IT",2366
2018-12-17,"IT",2401
2018-12-18,"IT",2401
2018-12-19,"IT",2414
2018-12-20,"IT",2393
2018-12-21,"IT",2443
2018-12-22,"IT",2293
2018-12-23,"IT",2255
2018-12-24,"IT",2250
2018-12-25,"IT",2173
2018-12-26,"IT",2153
2018-12-27,"IT",2048
2018-12-28,"IT",2011
2018-12-29,"IT",2025
2018-12-30,"IT",2054
2018-12-31,"IT",2139
2019-01-01,"IT",2151
2019-01-02,"IT",2074
2019-01-03,"IT",2210
2019-01-04,"IT",2130
2019-01-05,"IT",2126
2019-01-06,"IT",2037
2019-01-07,"IT",2056
2019-01-08,"IT",2060
2019-01-09,"IT",2036
2019-01-10,"IT",1973
2019-01-11,"IT",2076
2019-01-12,"IT",2205
2019-01-13,"IT",2219
2019-01-14,"IT",2192
2019-01-15,"IT",2231
2019-01-16,"IT",2048
2019-01-17,"IT",2007
2019-01-18,"IT",1911
2019-01-19,"IT",1900
2019-01-20,"IT",1827
2019-01-21,"IT",1736
2019-01-22,"IT",1650
2019-01-23,"IT",1548
2019-01-24,"IT",1543
2019-01-25,"IT",1439
2019-01-26,"IT",1330
2019-01-27,"IT",1248
2019-01-28,"IT",1317
2019-01-29,"IT",1394
2019-01-30,"IT",1450
2019-01-31,"IT",1492
2019-02-01,"IT",1472
2019-02-02,"IT",1495
2019-02-03,"IT",1528
2019-02-04,"IT",1523
2019-02-05,"IT",1550
2019-02-06,"IT",1599
2019-02-07,"IT",1581
2019-02-08,"IT",1477
2019-02-09,"IT",1502
2019-02-10,"IT",1617
2019-02-11,"IT",1599
2019-02-12,"IT",1519
2019-02-13,"IT",1502
2019-02-14,"IT",1537
2019-02-15,"IT",1628
2019-02-16,"IT",1677
2019-02-17,"IT",1687
2019-02-18,"IT",1681
2019-02-19,"IT",1561
2019-02-20,"IT",1492
2019-02-21,"IT",1433
2019-02-22,"IT",1433
2019-02-23,"IT",1291
2019-02-24,"IT",1388
2019-02-25,"IT",1391
2019-02-26,"IT",1355
2019-02-27,"IT",1358
2019-02-28,"IT",1288
2019-03-01,"IT",1442
2019-03-02,"IT",1312
2019-03-03,"IT",1197
2019-03-04,"IT",1343
2019-03-05,"IT",1353
2019-03-06,"IT",1350
2019-03-07,"IT",1509
2019-03-08,"IT",1483
2019-03-09,"IT",1368
2019-03-10,"IT",1524
2019-03-11,"IT",1410
2019-03-12,"IT",1595
2019-03-13,"IT",1448
2019-03-14,"IT",1580
2019-03-15,"IT",1569
2019-03-16,"IT",1580
2019-03-17,"IT",1591
2019-03-18,"IT",1601
2019-03-19,"IT",1570
2019-03-20,"IT",1577
2019-03-21,"IT",1536
2019-03-22,"IT",1678
2019-03-23,"IT",1655
2019-03-24,"IT",1778
2019-03-25,"IT",1856
2019-03-26,"IT",1759
2019-03-27,"IT",1906
2019-03-28,"IT",1807
2019-03-29,"IT",1650
2019-03-30,"IT",1766
2019-03-31,"IT",1885
2019-04-01,"IT",1928
2019-04-02,"IT",1865
2019-04-03,"IT",1986
2019-04-04,"IT",1981
2019-04-05,"IT",2031
2019-04-06,"IT",1994
2019-04-07,"IT",1966
2019-04-08,"IT",1933
2019-04-09,"IT",1926
2019-04-10,"IT",1861
2019-04-11,"IT",1919
2019-04-12,"IT",1891
2019-04-13,"IT",1837
2019-04-14,"IT",1829
2019-04-15,"IT",1785
2019-04-16,"IT",1828
2019-04-17,"IT",1773
2019-04-18,"IT",1728
2019-04-19,"IT",1796
2019-04-20,"IT",1833
2019-04-21,"IT",1804
2019-04-22,"IT",1702
2019-04-23,"IT",1844
2019-04-24,"IT",1966
2019-04-25,"IT",1833
2019-04-26,"IT",1660
2019-04-27,"IT",1524
2019-04-28,"IT",1610
2019-04-29,"IT",1647
2019-04-30,"IT",1539
2019-05-01,"IT",1562
2019-05-02,"IT",1606
2019-05-03,"IT",1550
2019-05-04,"IT",1426
2019-05-05,"IT",1390
2019-05-06,"IT",1296
2019-05-07,"IT",1315
2019-05-08,"IT",1290
2019-05-09,"IT",1408
2019-05-10,"IT",1402
2019-05-11,"IT",1516
2019-05-12,"IT",1625
2019-05-13,"IT",1777
2019-05-14,"IT",1896
2019-05-15,"IT",1891
2019-05-16,"IT",1874
2019-05-17,"IT",1844
2019-05-18,"IT",1880
2019-05-19,"IT",1905
2019-05-20,"IT",1862
2019-05-21,"IT",1939
2019-05-22,"IT",1946
2019-05-23,"IT",1967
2019-05-24,"IT",1930
2019-05-25,"IT",1950
2019-05-26,"IT",1969
2019-05-27,"IT",1914
2019-05-28,"IT",1845
2019-05-29,"IT",1924
2019-05-30,"IT",1926
2019-05-31,"IT",1783
2019-06-01,"IT",1804
2019-06-02,"IT",1729
2019-06-03,"IT",1697
2019-06-04,"IT",1771
2019-06-05,"IT",1888
2019-06-06,"IT",2052
2019-06-07,"IT",1948
2019-06-08,"IT",1818
2019-06-09,"IT",1859
2019-06-10,"IT",1701
2019-06-11,"IT",1741
2019-06-12,"IT",1815
2019-06-13,"IT",1735
2019-06-14,"IT",1592
2019-06-15,"IT",1604
2019-06-16,"IT",1484
2019-06-17,"IT",1387
2019-06-18,"IT",1377
2019-06-19,"IT",1382
2019-06-20,"IT",1482
2019-06-21,"IT",1490
2019-06-22,"IT",1477
2019-06-23,"IT",1498
2019-06-24,"IT",1459
2019-06-25,"IT",1382
2019-06-26,"IT",1360
2019-06-27,"IT",1433
2019-06-28,"IT",1289
2019-06-29,"IT",1274
2019-06-30,"IT",1350
2019-07-01,"IT",1496
2019-07-02,"IT",1445
2019-07-03,"IT",1313
2019-07-04,"IT",1189
2019-07-05,"IT",1186
2019-07-06,"IT",1306
2019-07-07,"IT",1290
2019-07-08,"IT",1197
2019-07-09,"IT",1180
2019-07-10,"IT",1311
2019-07-11,"IT",1294
2019-07-12,"IT",1278
2019-07-13,"IT",1446
2019-07-14,"IT",1432
2019-07-15,"IT",1503
2019-07-16,"IT",1414
2019-07-17,"IT",1402
2019-07-18,"IT",1460
2019-07-19,"IT",1447
2019-07-20,"IT",1603
2019-07-21,"IT",1483
2019-07-22,"IT",1534
2019-07-23,"IT",1585
2019-07-24,"IT",1472
2019-07-25,"IT",1496
2019-07-26,"IT",1591
2019-07-27,"IT",1538
2019-07-28,"IT",1589
2019-07-29,"IT",1630
2019-07-30,"IT",1613
2019-07-31,"IT",1624
2019-08-01,"IT",1516
2019-08-02,"IT",1395
2019-08-03,"IT",1325
2019-08-04,"IT",1257
2019-08-05,"IT",1238
2019-08-06,"IT",1295
2019-08-07,"IT",1313
2019-08-08,"IT",1312
2019-08-09,"IT",1313
2019-08-10,"IT",1406
2019-08-11,"IT",1385
2019-08-12,"IT",1351
2019-08-13,"IT",1224
2019-08-14,"IT",1260
2019-08-15,"IT",1116
2019-08-16,"IT",1295
2019-08-17,"IT",1284
2019-08-18,"IT",1173
2019-08-19,"IT",1190
2019-08-20,"IT",1104
2019-08-21,"IT",1091
2019-08-22,"IT",1090
2019-08-23,"IT",1146
2019-08-24,"IT",1250
2019-08-25,"IT",1299
2019-08-26,"IT",1354
2019-08-27,"IT",1222
2019-08-28,"IT",1363
2019-08-29,"IT",1468
2019-08-30,"IT",1372
2019-08-31,"IT",1340
2019-09-01,"IT",1303
2019-09-02,"IT",1307
2019-09-03,"IT",1315
2019-09-04,"IT",1162
2019-09-05,"IT",1190
2019-09-06,"IT",1273
2017-01-01,"US",2231
2017-01-02,"US",2233
2017-01-03,"US",2224
2017-01-04,"US",2227
2017-01-05,"US",2199
2017-01-06,"US",2236
2017-01-07,"US",2332
2017-01-08,"US",2283
2017-01-09,"US",2298
2017-01-10,"US",2359
2017-01-11,"US",2221
2017-01-12,"US",2147
2017-01-13,"US",2126
2017-01-14,"US",2008
2017-01-15,"US",1919
2017-01-16,"US",1931
2017-01-17,"US",1876
2017-01-18,"US",1914
2017-01-19,"US",1993
2017-01-20,"US",1970
2017-01-21,"US",1844
2017-01-22,"US",1809
2017-01-23,"US",1761
2017-01-24,"US",1766
2017-01-25,"US",1757
2017-01-26,"US",1829
2017-01-27,"US",1935
2017-01-28,"US",1918
2017-01-29,"US",1831
2017-01-30,"US",1932
2017-01-31,"US",1813
2017-02-01,"US",1757
2017-02-02,"US",1761
2017-02-03,"US",1728
2017-02-04,"US",1739
2017-02-05,"US",1798
2017-02-06,"US",1998
2017-02-07,"US",2086
2017-02-08,"US",2126
2017-02-09,"US",2181
2017-02-10,"US",2155
2017-02-11,"US",2305
2017-02-12,"US",2212
2017-02-13,"US",2091
2017-02-14,"US",2242
2017-02-15,"US",2235
2017-02-16,"US",2244
2017-02-17,"US",2252
2017-02-18,"US",2116
2017-02-19,"US",2183
2017-02-20,"US",2298
2017-02-21,"US",2402
2017-02-22,"US",2315
2017-02-23,"US",2323
2017-02-24,"US",2357
2017-02-25,"US",2456
2017-02-26,"US",2399
2017-02-27,"US",2482
2017-02-28,"US",2551
2017-03-01,"US",2550
2017-03-02,"US",2650
2017-03-03,"US",2655
2017-03-04,"US",2707
2017-03-05,"US",2748
2017-03-06,"US",2816
2017-03-07,"US",2832
2017-03-08,"US",2729
2017-03-09,"US",2822
2017-03-10,"US",2773
2017-03-11,"US",2679
2017-03-12,"US",2706
2017-03-13,"US",2725
2017-03-14,"US",2841
2017-03-15,"US",2737
2017-03-16,"US",2813
2017-03-17,"US",2814
2017-03-18,"US",2700
2017-03-19,"US",2725
2017-03-20,"US",2697
2017-03-21,"US",2733
2017-03-22,"US",2656
2017-03-23,"US",2775
2017-03-24,"US",2894
2017-03-25,"US",2874
2017-03-26,"US",2772
2017-03-27,"US",2631
2017-03-28,"US",2745
2017-03-29,"US",2776
2017-03-30,"US",2775
2017-03-31,"US",2872
2017-04-01,"US",2749
2017-04-02,"US",2782
2017-04-03,"US",2779
2017-04-04,"US",2699
2017-04-05,"US",2637
2017-04-06,"US",2628
2017-04-07,"US",2613
2017-04-08,"US",2681
2017-04-09,"US",2695
2017-04-10,"US",2731
2017-04-11,"US",2839
2017-04-12,"US",2856
2017-04-13,"US",3007
2017-04-14,"US",2939
2017-04-15,"US",3021
2017-04-16,"US",3074
2017-04-17,"US",2963
2017-04-18,"US",3025
2017-04-19,"US",3024
2017-04-20,"US",2898
2017-04-21,"US",3032
2017-04-22,"US",3198
2017-04-23,"US",3056
2017-04-24,"US",2929
2017-04-25,"US",2862
2017-04-26,"US",2818
2017-04-27,"US",2699
2017-04-28,"US",2586
2017-04-29,"US",2573
2017-04-30,"US",2510
2017-05-01,"US",2641
2017-05-02,"US",2582
2017-05-03,"US",2451
2017-05-04,"US",2557
2017-05-05,"US",2497
2017-05-06,"US",2420
2017-05-07,"US",2549
2017-05-08,"US",2524
2017-05-09,"US",2513
2017-05-10,"US",2398
2017-05-11,"US",2366
2017-05-12,"US",2405
2017-05-13,"US",2420
2017-05-14,"US",2469
2017-05-15,"US",2427
2017-05-16,"US",2325
2017-05-17,"US",2326
2017-05-18,"US",2349
2017-05-19,"US",2361
2017-05-20,"US",2307
